id,name,name2,name_temp,price_min,name_staging,price_market,name_proposed,price_proposed,name_alternative,description_range_0,description_range_1,description_range_2,description_range_3,description_range_4,description_range_5,description_range_6,description_range_7,description_range_8,description_range_9,description_range_10,description_range_11,description_range_12,description_range_13,description_range_14,description_range_15,staging_info_part_1_chunk,staging_info_part_2_chunk,staging_info_part_3_chunk,staging_info_part_4_chunk,staging_info_part_5_chunk
37,muted player,naive bud,muted player51086,1083,naive-bud,1017,muted player_Final,1615,naive-bud_Alt,AkAuWZf,KtWljeAwtQC6,rIVOgF,PxWM2J1n3,oZvLLYf2QP5bnANrRk,iWtQXA2i,0Bs8mO,3g0dklf95APYxo1AlcjL0,MMj7e,b894gcozObTBJXcwojdEj,G3Qn2AsSwfTcIjO4NpKGc7eUyc,JvzQcPvPFx8bzi2S2MHg,IZL3o37DSJ9xyORMb0AzqE,S8YYjx4ZDXOUf6qikUROF,qJWdEGW7taieVRayntysOqBQE84,rB3K9PPy,<blank>,<blank>,<blank>,<blank>,<blank>
38,oscillating inlay,gentle filter,oscillating inlay394865,347,gentle-filter,352,oscillating inlay_Final,1267,gentle-filter_Alt,4zmr19m63nhg,wGOuVrMtrqvIQFh8vLLLyVmh,GMijAlHe,VhnCNhgULNHKaxIloxAMXsgOJx7PA3,j6M6enXleC8KGJnmWAyaB,YymCQypzmtmMcZH,Ka2FhBo5wwkm8oZBMb8nIkCOmV,9iSM8Apm,lrz9Vv,lHYD6VfOKsXRxcM2,xku4Ph711W,yuQng,PRioiCVM7SknDuQkpb7l9GVYY1z,2guDkUqlauCoOMFoz,iBW7RnCNcH98JeQnzh,hLnY0Vc6vGTBVKiO92Ha,<blank>,<blank>,<blank>,<blank>,<blank>
39,insulated batch,amber aroma,insulated batch284274,677,amber-aroma,649,insulated batch_Final,961,amber-aroma_Alt,PMSr4rFbZ1TicZPAznQ,0x2J1dfQNEuj3NBbQ39BND6FUlGJWc,FNvGveJSt7qKNuA,Y2ejswhNcR38oeAsNnPKBojfPo,K4hF54,WSBeh38a7HWa5UCRi,ITKu0sspIeGDSfEkul,4GAYkOX0yZ15qYEHN,oi5T0m1n2mHPDDQ,iGigSuEKMKf2,Dyz3GloUDlI,H8HNH,mvx1xba1mR313mdAB2IEd,3x7u5sRnR2oltJRNs1a,2SbH3u4hmMELj4LdLtfTZiuSu,CuBHTUnA,<blank>,<blank>,<blank>,<blank>,<blank>
40,mean send,blazing withdrawal,mean send311963,1516,blazing-withdrawal,1525,mean send_Final,1905,blazing-withdrawal_Alt,uI6v7sPgMj8Mvn,3GiNCppRPCkJ3T0m2FXbhhOXiOCs,jTEx7HjvenwSI53l3gn,iTSkZzrjpJdE9cRImw0zlfmG,WR0eATXoZHqTWr7kZiaXZFo5owgjV,aVduTAcMn8iRv0r1l41loUMRnox3,9yQHlj6bTnylOFPjxv,wcmMBi6P7AaYhbctYDD7Cz8Vuvjk,JMJExK46e2MCQvuWCZdo,G6JCwp2JVgaCAY5KbjIOqrtH6xVb1,F3r8Hf,XhloYe3rPcZfeR1znwQHPjambq9a,qfgWc,eptvSEoAH9LSGnpUqn3qw0rM,csDLVK0lMOfMZB,xVC27SrFhuJx9nKLqC4vtw,<blank>,<blank>,<blank>,<blank>,<blank>
41,medium gear,hot scan,medium gear207332,221,hot-scan,159,medium gear_Final,233,hot-scan_Alt,ejC78gKIAqhgM2L5Op8qFna4PlZ,20AMWgwtG91xggO864YOqKxaIfWFQ,3yRYMDapTL39RVDHWtmpFZ,BEYhrKKuNP6ZzqKXuu3YZgFhGYU,n0x9foeRiChq,fxSmGyHsMfXMcBGhqTOTBCDDCc77s,khsXsBQ0Bi2e2aAOYDZ19fMBprg3,ONQge7aL8XznNhP5q,P3nDKU7XxbqvNQkJE6VrasN5TXBtr,SLmWeqMRl5QXDws27GOPS,7xGg1WEYX5s4fBG0Qr0QaUIrBQjb,MiZTj7wJWFdGarqbLQj7lrk93,q2eXjWnefFihnx,BG8Zc2t1G0C4Apy,dK76HDWCUobpt9IWStZu2Rqi,bDPlFNmOOWNKy,<blank>,<blank>,<blank>,<blank>,<blank>
42,sizzling set,freezing engine,sizzling set156299,1788,freezing-engine,1720,sizzling set_Final,1970,freezing-engine_Alt,PaYHfb0i1d0,CAyWbWjE2rQrrnQM3aWlPd3rLt8v4z,APbM1f8,KfJva5v9HDPgvMNfJijX7,hhKkVUIIzDxcJzAg8,13q5Xmh4,1sHs6yth4972n2HAx5QXEj,BdQlu9X4Xccyqm490cKgfyJb8NUTS,6NUI0LAlmjXrXcynJqT6w2mvs7,waxaRfQ9jnu,OoH9rR3nTNR6XnCAT0ptSpPc24FC,ScK8xI4V,KFCe5BRwG9bABt1jaW8yo8sx,o4F2RZZMAsbadnmlCMI0,nsinTBR8mSJCnjrinapJeecujHfCCM,0PmE5,<blank>,<blank>,<blank>,<blank>,<blank>
43,dense track,wary ligature,dense track219327,1698,wary-ligature,1669,dense track_Final,1791,wary-ligature_Alt,CQaijPy0p4ATmYM,4giGTOFvAVmzmtwIsZwK,ygmAEl4D3Q1db,IVHMSWkaMlM,j9qP03,WuR7dcJGk65,9EzYMnAxr,mJJI1ZyKG0FHpmA,2Tt8T6sw8EM,y9A7O6zDHt9pmTqhX0IZLzQbyPAf,6n78P8dIYYg8MC5hJNGLIzfqR,rxCW5PFNi5YmYSUoN8tBaVyezX,RFHBCIBJW2n,MjEdswes,LvEWCXSuj2laGpDYVCtq0,I4xAXxu9hgGmyCW3KaGwuHNPAyy,<blank>,<blank>,<blank>,<blank>,<blank>
44,honest mass,chalky lamb,honest mass112156,1347,chalky-lamb,1352,honest mass_Final,2233,chalky-lamb_Alt,3oammC7,nyG4N,PQnGlc02W5UDa1jSnfo5LR,AucKesIkaTuccZ,XrmoCzZcRO9,OLVo8bw4doUo94JQ1Z,y45eYi085,dWYPG,yescR4s,nMqvCpHa5eleVi15yX44Qu8YOX,9mxfSU0lG9MsDSMc,lChNPVVaTy,MJGGpZ4LoXVz78,YadCPpPLOU0dVpFGEx0CG8,dnGxrPiESs8,REGsPE1asuoO8j,<blank>,<blank>,<blank>,<blank>,<blank>
45,linear root,district flour,linear root128492,713,district-flour,666,linear root_Final,982,district-flour_Alt,jKVPreXhXgkVuXZ9bLqvqqGcfk,CfdmhB4EdMvLK9MDPP9tWAQ,hFUUjBNyFISx1KxJVs6,EvzTIjR7,GIPuJenO1v5rPSNUvOmf,j1S81JFhd,lLa5YlYCCHSWcD,hfDi7nLKDF5NwI,q8NfZYj5zYJY9W,ReRVdvwiI,ZgX9jN96MERU,fcp5rkEBprf2Q,qM63vWPvOTeoO1pEYu3jIqidxg,fyacAJi3e2QHMkHgaojFE,w2Jlo8IMHLv6E43u,HKtRrcjAlzh,<blank>,<blank>,<blank>,<blank>,<blank>
46,mad nut,soft entropy,mad nut212712,521,soft-entropy,505,mad nut_Final,716,soft-entropy_Alt,xL8v99AFVSdf4ddC5VI,3z0zb77q9z,vs5221QN7CPIFrEPA15qj6y,z2bE8xgZgah5,2vmGEwnhRKPDo,jG7sZyEEN270zVCt,Td3TrK6nHy89kNCp8uB9JQr,xqH0CpYh9JXpd,hqjxZ4N,8ly337z,psynpQ3Ti,r62xIUNLlE,0aeb2w4RpNW3nk5WiVEhJlptQ,LHbTouSMdCm6VDtyyYqA6k523kY,WEhhBPjOpjH6quWvO,mmoJryov9ZzDFZMZBAQriXYF0Nms,<blank>,<blank>,<blank>,<blank>,<blank>
47,free gym,ivory membership,free gym393917,1242,ivory-membership,1225,free gym_Final,1716,ivory-membership_Alt,YcgmRNq0traIhBK6iDa7y9Jv,svbjvZJiYcPEmKapVJ,7eyjdQbQIfZ,V5Ywa0SZzfeyhaMpxiw,GQklcT7WHfJhuzt6tzvpPOPtScx8,zvv75NCP95pHRaOBhWGmizC80,X8rDjpvZiSdwHZ0tt8wEITViPaj160,OvsasrMSuhOiMljtYjcqyi7CpmH8,4517yLTQlIbOGV,WI5fUFDrZXH,mI7T8J,ysgojCGrlZ7nnNuBtODwJ,Wz4148wIo1xObDE3r94Fz,JsxKKLKhDheXZV,VQY05l,3xXRkfWbVT22qCK,<blank>,<blank>,<blank>,<blank>,<blank>
48,drab soda,inscribed sidewalk,drab soda366867,710,inscribed-sidewalk,675,drab soda_Final,1433,inscribed-sidewalk_Alt,z2YpnDIAHt6MU7lMM5nHBrSdVFF,t5GLj2jGA2mPn4lamlA,8tHvM2FsqyYSaEHSQb5Wgkq22F,StbHt14I7IUcjTwHa,mnPiRVVXQF,XNOYVUN1IVSsGAL6zmxUI6LB,vaeQUYYPPirMvhnZh2YNk,9L4wpjhElJ,5J1785wm0Z,z5GM2dKX89RVV,agRilz4YPpMAalQF7UyVsR5T,ysCFMn68Uty1Bt1Q5xPkaTsIAWqYFb,EjYDQ8QkLtPXSv623L6OV,4fRLcPU5H4onsw4SkrVvS,B1tADoV2zSnaz9,RmOFnejT,<blank>,<blank>,<blank>,<blank>,<blank>
49,constant solid,square classifier,constant solid26430,662,square-classifier,563,constant solid_Final,1406,square-classifier_Alt,w4fV00y1UJsp6KjpYU,Ceud9vCglVljSyFq,BBdAXKQdvpPVSAB,9DjmughX8y,ad7s5T8MC4toDcOSpZd3eQWBzTtz,QBprbrXNjWe3GMq,UvxsZLFHZeQHr4TZkH1ROAPk,FhaZr,vbqU0l5cTWuG4yFEg,8KgGeU41Yet5iWG9fk0Um,8koEkbtEHp6xAdk,VlauAlf,SWd4a1,79Z3AYPCqTmgY4Elm,20xzalJQp4a4HkjFqcdjMrORK9atp,EcZxS,<blank>,<blank>,<blank>,<blank>,<blank>
50,crimson backpack,relaxed bilge,crimson backpack338008,146,relaxed-bilge,60,crimson backpack_Final,330,relaxed-bilge_Alt,CT7k1V,szwrMb6Ki,G7Oi7JyZRws,pZwJJ,2gRzhm2huCrx02WTUus,m2FFK04YbwNVmhbEt0Z36PeG1B,ZvEsRqWah2qpuBgl0GNAISY3uuUkSX,eaIUtI4v55Z,x2AxSmkYN,HrtOCQ5S,NHzmXY,q5Q8HX7LS0ceCDAD6stEVgAfG,19DpOOXs2Afql,vo4N6jxbHIVnC30jGo4C,LZTzCYX,Qv2WboYqD6LWeZA,<blank>,<blank>,<blank>,<blank>,<blank>
51,complicated burrito,concave bearing,complicated burrito151673,1877,concave-bearing,1854,complicated burrito_Final,2519,concave-bearing_Alt,BinJcSg7ki48pd8rUHfNTXh7zA1,jQ4B0Kh9KznGekwsD8J1,GAf2yopuw9ZSlw,I6uS75ssoN8DrK2KQMgF,cAAC8VPFDLR2QOUY3tPpq3,SfJMWHRyNAJRCmbOHmw7MuH0ojXmLL,Ez3RzhNOny,yrk2iUxYkPZcy0IwWQV,UKnWsgLZbJqcAQctg,M5P1O,1zO5u,auPyXkmGEb7dTllQCHdgazlgTT,3RM2Ext8K8rWR9aucAdnQ5PYE,lGh08VWY9,o1VapBvTonlIfW,G8kyTTNfvhAoMGcFlNut0S3PEOMR,<blank>,<blank>,<blank>,<blank>,<blank>
52,proper expenditure,pointed bamboo,proper expenditure282649,502,pointed-bamboo,471,proper expenditure_Final,568,pointed-bamboo_Alt,RhHw3UKV,YHVKGFbpExKcq7wUAwUTrI2,VNMGsoskPDSHnE7iWck4dxFEmD0nqG,efNKhkqguYOZ,l0zTanMAhSFLMcjCBZD,bbYwLn2Xo8YSn4QcU8KsMMjR,MqnE2kG7kCkXiuSeQK4vbp,RzavolFCapLznOGESv,jpKGyMmu,4PSx8FhrNgYRsVZGP0VmfWdiyNp,P0k4s9oUdPGVf9qbRgR8b3Ymcod,cJLOK,b1i40IsvRda100zer,VX9qgpvw462kP,Jv4BlXhhK,xE9ubO6fkvH8MvEzB4puQ,<blank>,<blank>,<blank>,<blank>,<blank>
53,alternate ghost,novel executive,alternate ghost274050,1788,novel-executive,1735,alternate ghost_Final,2457,novel-executive_Alt,9Q9oD,2HiGedHaiH455huifmDWekIaT7Yfn,Jzqpt5suUPN,CoSiMBAOqD6wJYywIHAjWo8X3c9WQ5,4zD0l7rqzRvIdL,RzVEWGNDoRXzPaUMT9FZQbp05,uuCZe7GMxfslTSXYbd24,8SA99wHShsoE7D8rSFngRyoD,w9ErkccV0hr2LI3OyEE1Pin,oXYAJiF3,dQSki5NBKWxoiQmMk,fnFf0DIuruSK6hPHXX4,2SXk1uJS346XnPkj5F,93cwdtH,7irCXHJCsyFgNYLRfThtWJ7HEdkQ,a4qH1216cXc0v2XN,<blank>,<blank>,<blank>,<blank>,<blank>
54,serious retriever,great beaker,serious retriever372877,1127,great-beaker,1096,serious retriever_Final,1863,great-beaker_Alt,tmB5gziHN7p4YurPy42NjzE,7RbKPDRCjJa0odpe4T24u,M9GwW1yXdu8,NLnF4mIingArO3oHJ9S4NOqoe,yUtocR17VmWgSqUqQYeOju,tlGJaMFSLDmjrbXDEyzFCKODnjuC8T,HLcethK0lpMyw,LispkcAUFfBpz3s,eb6HE56nuXnvf3aQrvKhsK,WjorZTJMmaNUZHd3YZNe40i,0PnUW,Qyda76u,rUV9S3RQ864u1YW59fo2mjaDd8E3HV,FLgzdW1pKIMp,PXEfdSkNcLWVC9iOYy1F,K0tEGQvyOQLKyDr0Tmj,<blank>,<blank>,<blank>,<blank>,<blank>
55,elaborate stager,snow cube,elaborate stager252231,1433,snow-cube,1374,elaborate stager_Final,1476,snow-cube_Alt,h0fJrtohZTtbC82SfDFl0EPrAF6sR,h55e3pQl38,m8WN9TcBoA7JFJa5tB,doocvMm3Mkg5Ylos,TFhcxgNMTPD7Je40lYuW0,QV7dIYlj5jugVjpcTfYfEIJCvhdX,65p516IQine55XGg2m2hb8zpUiqpm,DM3Kev0p7zHBhUNY38uMbx0E,MDa508Tik2jvSM7F4eojs9G,iptS25HwB5gZwwzIfVp,v9vTWBAmHlmJVG0ZHSvlDZi9Bs3b,Mi3gMOOmBqj2Xf,0OPGsZjcTLjeGDzFBIOiSntkywPN,BWCqV4CXXmKI8EuSS,zSEb9WgrLTL,zPDWmSISsYoDdehpsnh0Wa3R3,<blank>,<blank>,<blank>,<blank>,<blank>
56,small set,brownian bag,small set304395,382,brownian-bag,336,small set_Final,1265,brownian-bag_Alt,86KCHkCp6GOTb0oS4uJ7,t0iDGt01,IZMgTZAcCRXrKRK6t,mZVGqy28KD5mfFHR,egwghQ5avsaf,Va9oJ3todWIGUsuYRLhnuFB,Hfbi4jrWZI9l4aYOmCaI24g1C,vD8uBNAzlGkdeuGYaOdLEbeyfuU0dA,9uH9bhFT7s1Tsmo,i1U1ZPrMJPR,Gyv6XYJi7S6RKZY73IvzB,qAHByGq9Ety1HM1,C7hJjEkzZf7heGdpx159PIZY1wp6,BBeKnPdKL2DUBWtBH9Nl50pY,cOqAcmxnlHRP82UrTeDz,mm67ujp4QTt25hP0W3FJG,<blank>,<blank>,<blank>,<blank>,<blank>
57,odious loss,indulgent liability,odious loss356435,320,indulgent-liability,305,odious loss_Final,1315,indulgent-liability_Alt,iaRb2ZZ1Zy8Ky9r,zsoK23ID4ptKhYk0BwQ7vtasFY,xdNTTIBcHHNjUabzgQFroseYcpg,8tpQm,4kXbFwP3FJmSV6iBe,VThFuBRVuLySLDDU6q,LL4y1,TH1mghfYOeRG30t2UaobUzw7fJ1Gl,uHaw2c3DUGJeK1GPUW,J5l67R,fzWdipdXRDuhnJgl7toYcnqtd5ebzX,5af6tYBe5bL9nmMfPuKuT,qszmFTWK,VryxD95A,xEzy3vPFBhmcKej3e,MMjX749FQ0PlKwk3wnfV,<blank>,<blank>,<blank>,<blank>,<blank>
58,humid bay,cross account,humid bay71431,1055,cross-account,961,humid bay_Final,1803,cross-account_Alt,AcyED3yRZ8cafqP,eXvaokNZlbwISHMak3fwjIXNzwT2,L9grtLwbVriO3IachcuPGG,nZnRjN8,xhAKsCxn877dxwv3KDk73m,6ohFDm9pc7HJizcWVy5jgO62rg,yQKWCfyq58hPvttpsUHgxGMma7aqA,cxVlz,MXNbrhqAVQooLQOWB,FaZLM,r0zmagfxEM7j2Z3XQY3FOp,RPHI0,iXfBH,NCzSHeHRiLCay4X,15EF4koQXddeuQhSombFD11Z,cwkBfPcH8xLa5HwdlNT,<blank>,<blank>,<blank>,<blank>,<blank>
59,radiant swallow,obliging atlas,radiant swallow277290,1476,obliging-atlas,1448,radiant swallow_Final,1698,obliging-atlas_Alt,r8gPHYWSVN9pm,QUD6MKSRTzq,xFnXW1w3UtivPfF,TeIPws3aHTtvziuX7GpAU,lZSJc5ofR,a42q7vIcX0sl8,SDZH7PIC4vai6pvXrVMa2JEEC,YWe4BqCi9,pDZog,RLFstPUFl14fqe1C2,Rh0dKe,772YD,fS7VA433UE3,xc51jWbhYSLvU1wWmkQ1w4X2fts,EkJ738caDsVvLtgM,VLFBn49U9Zt3gwVhz1WgTjA5V4xe0Q,<blank>,<blank>,<blank>,<blank>,<blank>
60,shrewd edging,arid survey,shrewd edging321294,1234,arid-survey,1167,shrewd edging_Final,1629,arid-survey_Alt,hzXvz,PtP3kJhwlSrnVslQqLD,ilZpNMtjDxde8VO0QCpIDFeKvwh,WzkQ7S,Un0U6TchtyoFyzghpEWgKH,aTxfaaiLoioF9kZ,YCy6dD6ozF04PyDd12otKZ7,n7Svqp,jdmZIqXKixiXXPQOf9VSNNKf,A6X2n0JMA8aE0uSmHX,NSfWaBVe9pcbZBv,stkRWRhfaih0eP3z8PpLRg,wBDpJiSZP2vt6g5Fk6cV,cs0BKiGxU6Dz9ORWg8cnS6,VJYOJnOP7,tqxQya0ld8wYe3qfV2d0gEX,<blank>,<blank>,<blank>,<blank>,<blank>
61,dark factory,flush class,dark factory239976,1290,flush-class,1285,dark factory_Final,1668,flush-class_Alt,OCF1p8HsDfPgh4,K9FlU,aRlGyQLosD76WmsrojailxWn7y4Mfb,o0bVhtpAHQ9W8VMzTHhX,rPYZe6V1jwpYZ4Op6g3E8yO03DhRo,viBq9oxTj8XWxuIn1,xUBoYSvXkFhs,nA8Rf73VUQXvqpL,QsKYQN5HyhNb29v,wCUrKUwPIiriE,kn600zd0zyUABe99zRnR,XoJ7SDqy51xTtesNGRYkWn9vf,tbV4XU6Q1mgMSmH1,0sfC0DqtSuqikiTcEe6kUt,G3jn1uwg6gYg5CjyLCoTzYd,3njYsdBkqo3OVRnrCQGZRLXXUGf4,<blank>,<blank>,<blank>,<blank>,<blank>
62,daring angel,minimum model,daring angel141380,1137,minimum-model,1133,daring angel_Final,1256,minimum-model_Alt,lBmDtagxsCqFTx,2eO6kdGvejWE6,pYH7BBEcyWHp,6V7Hxe39tRxXNZuzDkldzBqx,ndGE378ugiX2HjbOCMhFRpyn,Mf7oIG5dk1V9C0xSHRo,dcWOwboOJyJYDZXd,iqYr8xTHH1,v8cUmmegIeqIkbkK,iJj2KPNZvTF9c8cMWW,WPaDIgajmStdN858YbGPWUmjH,XEkWVpHit5hkS8cL6rvQm0WueQ,Wzzc58sG5nWlHF,y4O3pX37r9EwxaqShhuSH0EkKPqkj8,dVScEFQwVomN5eS,ohXE7dH87,<blank>,<blank>,<blank>,<blank>,<blank>
63,bronze loss,crimson stress,bronze loss335192,600,crimson-stress,574,bronze loss_Final,1553,crimson-stress_Alt,XEJXPRTn8CBqD5MARzOrGBBHK0,D5WrtDsoKkaK,8o63pQkaD,GOt7ChHiaRd,3JcZSTYKJETH,xWLEWhzaBnUGzUMpoKBCTWZ,ywfUBugfdxidl,iPpRRXx18JG8D2j6PPENSxzKoE,xMW8vBQWOeRHaUFk4wqk,AIxDq57W2ScESARVvOKMfWddQlH,TaqQhJIkmIQ9uthiqUaR0A2fXEg1,h8JJS7HEhWEbyaSFeFCvR83uOV,bGzzVGY9Ydoj5XWm,Xh3cbr,R6vPsGfFz,QHTTCOdMFZ7NUXbBDDBaGn4H2wpNch,<blank>,<blank>,<blank>,<blank>,<blank>
64,offline ginger,stable coda,offline ginger215921,792,stable-coda,706,offline ginger_Final,1039,stable-coda_Alt,iUGtJlb04,MZ5ad6kdYLU9cCQB38Mn,Y47j2RZ0GdLasWBiLoagqkGhiej,gaAA0pbShbKAyYoVaRhC85Kk2,D9jTFTT,JmhTIASqNPiC7z7BakpZQoqo,taNrz8,WfZD0Ceo,CMfnWK2887BmI,kv2x3ExpnKyIQLS392uP,A8c63JABMewGRJlfnlYAxIekgdy,rLr1Khv0lxjJnuvTMCN6boGNe2f,rwdjmm381uJmxmPRCcH581WG62po,W3bT1Q6x8X,LcrztMHCf3L4tIvdkw3q19CXuM2K4,QrCNEdtPkmqN9ihGMfa75Le,<blank>,<blank>,<blank>,<blank>,<blank>
65,extended bismuth,independent drill,extended bismuth358506,1393,independent-drill,1306,extended bismuth_Final,1868,independent-drill_Alt,WKe6Zfc1BtqWdq1PuFl,nbzQcEK9OVu3UQu,iPNsdvBQIQ3J7CJcmIMnu4bLKXSAb,1TowjOJJB,uLutAgIkohYcwk3e8rRPH42T8oAR,VQPt5E2RuuEstQwmgCflRf7WbK,BiLkQ0T3upXDR0qLSCds7Y6fhNe,UnusC8MPBNH0oRFt0PVE,At5JTUVbSr5iCUC,JhlIRhUVUSBmDd7,EjQwC,Xn9r4Zpmf9FywluMau,u8sdUDm1PX3JP4g,FmHAXwTUAQ,qDkAP6w4Y3Jz4gXibNqxD6uWWcoOy,Ea8GUCot,<blank>,<blank>,<blank>,<blank>,<blank>
66,proud shrike,spicy pumice,proud shrike68467,1257,spicy-pumice,1253,proud shrike_Final,1836,spicy-pumice_Alt,TYGQu,NjbDv2vu0a3y8f9dzUZ7kTglQbK,k5FU6DqHHw1w96ucGX,1Nsv83V5jHGGmGaS3kyI,pcvKCtaByr5QU5xJKy3IYlYyi,7qhvWArkwkxXrS,HTpu6RQCigOt,meqCYjc56ZJms,MtqX2t9P6mBRmrCVr7,CtiVu0Ui,6uJJ8yzsfSTSwmXvfkaZL,nBQmAZLvg,L40aVaqWSsN7znby,MZq9OTr,5wRMpS9gM,sWCSxanZ1AOin9ZaJDM,<blank>,<blank>,<blank>,<blank>,<blank>
67,creamy backburner,potential net,creamy backburner325739,1667,potential-net,1569,creamy backburner_Final,2164,potential-net_Alt,ZE8uwmSC,XuHnDPX7CbDTCpLOOWSwQ,X9FbH,4UnoXI,6WGifWURC,LHbhGF44OOupsteroXH2NHdn,YksSIPvVvyQ6ed,P8hRGCUVYSD3eojW,UShW4StX4MwWYQPr7,3hbJwD,MKfZSvODqN4doiGnuWngYbQn2,byJ31YGRpIYBq7HAvNOfG2T1VP3,D0X7JSXHQnNW6kkpLxDgeCO,YK0eUscZm8b4bZ4cc7I1,XaZfqY6wAGk1ocKj,XSvF2Gjugz6vl3zm,<blank>,<blank>,<blank>,<blank>,<blank>
68,adagio contract,sour combination,adagio contract173246,349,sour-combination,287,adagio contract_Final,1110,sour-combination_Alt,Q12eQgkg12LWIo24WZNetG4,fEVKqeHBfz1Oxw1,6rcyHxao44,QOwwugyHce4V3hlk24b,miqSQAb7s,rRb0bR9GANxtE,JI8idf6QobjJH3BJC1qd6x98C,kwqfo52SZt3tD,xYuC5zffosMVJY,1uFStbDS1QHaCdkto2qo0qiQ,fwpLXTnJJ6T9dal81,d0zzTrBqD3SRPnWUDzUjfb3gTpSgQ,brmtrWannukiLNico,GN8g0FaK2QrBspbK5zWx9aflmAa,S9ajeUBA4EYMKd1AZzeFbT8UV,Oh87iHZ4R,<blank>,<blank>,<blank>,<blank>,<blank>
69,zesty outwork,antique coconut,zesty outwork182637,417,antique-coconut,374,zesty outwork_Final,504,antique-coconut_Alt,Z0xjIIEkn9fJy0qa8AgCLnMZ7gJgzf,hi72bvqoty,QdNb9rQ541bxM4uD,tQoMSDHbzNLOWL0sSZ5Pa1k,jiG9UdRb0OORM2Asa5m2A2ErCBe,YF27MWTya5IPuM5bHMv,pfReiUV58UzKr2,odz5NaxPJUkQwH7gqNKf2xu3P9,aQAv06zHfXfFt0h0668D6zdy6R,v4tHSf,f8WLs8,kJ3Ege0o0DZrD1hVtPwrxffgg3,PA14i2IEmLv21,BPPmGcJcOxCQnYLgiO,NSWYrwkykegnEJRXH2,B3cLiSUzOs4g3,<blank>,<blank>,<blank>,<blank>,<blank>
70,flat cathode,persistent plasma,flat cathode6010,755,persistent-plasma,690,flat cathode_Final,1110,persistent-plasma_Alt,rCpF3IcITGKIKzOlgJQxQ8JK66MOpd,GO9F9Nm4,DAxi0R1atJSUp0A7KwVO5h08Ml,QN7IT5oS8KbsBCxn,CPNOLx2r8vPvCFt42rRpAz1kj6,8PMOKm77aIJaWC3u6OGEEn9ddhxV,z9aRSfzwZ4cQnS,6jO6fv9NnkNm,rxJw6JEQ65x8DYbYaxjnlcy7OnPju,RBo83rKXQ290cYCH5wrMoCoYS,OUtGvJuH88Uh,kOce2yot4l,KOQ04dsQ7ePGkOdSet1C,6eon2gfLpEcXZo,BNmBZLL,5xBLnnu8NnQ,<blank>,<blank>,<blank>,<blank>,<blank>
71,mad salsa,intense smoke,mad salsa191708,327,intense-smoke,262,mad salsa_Final,574,intense-smoke_Alt,qYunyvbVcntZ,i3XP4,ZbyNsr52zYNb0S,ZEF1j5jRFLDld6weqSdNaYI,icEYdZlAJ51VH6g1f,Sb6gcW7lg6dWdrtu1mb,DX3P4SGSPiuiHukNH9hO,1h2fjh8Yl,C3BHmN87UE8tvTI8uSifNtg4P,MjT4Oxr1PoKArUNge,C6GCXHZJ5xx014vYLFApYBfswaji,pBzykwZofLLmkwLp,OlXsXY04ibmFuSmXh,SqW6b7yrTCG6X,RAS1Sm7thMtaBjoT8fUFf86eraVi,9icQzCs4xAphzwW,<blank>,<blank>,<blank>,<blank>,<blank>
72,chief dingo,relaxed compression,chief dingo395123,1901,relaxed-compression,1861,chief dingo_Final,2041,relaxed-compression_Alt,v1TpgDSyYxzxu,lQwdq7314ufHPDH8lNCWbSEAA,TqEmX07l4B5Jii579UEumL,KVpOFl,dwjvpzbSuc8Z77rc4G,7e6OeKxmkTAzDBH14spLQHDo66,tNbFxGJ2JAZlo1aib9gPZDiJk5J,s7hzzSuT,8InGNW,Na0yMC3yVIxBoiTluqWmJch,wTuJiiSiY6,BLfJqjaBqO,8Ht9IdFEdF4yGBUmiBoUgr,Nbq3HaPlCnS9U4b,NeH0OoDSzW,rznA2,<blank>,<blank>,<blank>,<blank>,<blank>
73,accepting folder,coffee interface,accepting folder11882,1855,coffee-interface,1791,accepting folder_Final,2271,coffee-interface_Alt,YZF9tU9lF,XnqtRdXwVJsfpIX7AI71u9jlmtt2,HFuvptoi,C7ekowhRVwSwllS8F1MXo,QHWR8,Mxb0KILKSlhJ,iG43IgOAWmOnjh196EVU,t0UeOLgI,eMbOJY4Boq1MPM5xFfbGc3gvjsa,yo6joATZZtnkS9U3NBVO8DwNNJNW,WMFU3NUlJ4ZGCMy3R9L3a,X7GymD,p7vYruP,nDfRTvyGVnX89YgYsit,I1Xrujp1FYAgBmgPeF1jpgIlv2,dkRGCgDDKF,<blank>,<blank>,<blank>,<blank>,<blank>
74,matte transmission,nimble cupola,matte transmission42872,1910,nimble-cupola,1870,matte transmission_Final,2140,nimble-cupola_Alt,vCeY7EhHXpigGw,gyj3XvggLcYIQhQtpXki4KPyOvx,LxazDf0pTAqaO28DqJhkFVK,VC5Q5DLeBZNGuLCVP4KktiIVAwKhO,4pslR7uYWHwoaj,xfbyd,U5lu1vFmGA8r,K4nVt8ie45obrfGBpGqNVzl3ZK5wMx,w6tVmW9ZxY3WuEgIiNWPe,CAs7rgpVrArBNmxZggMbm7F6m2JGu,aRhSb5sB,n4T3QpYBtyoF5eqQ7XwzxUakjCZ,JIH0FqJclBiEM,6NpfT,s6AKF,WGVTcKagjo0,<blank>,<blank>,<blank>,<blank>,<blank>
